"transactionid","timestampsec","customerid","item","description","retail_price"
"112624","2016-12-13 04:04:22","300000467","9862518267","Socks","10.84"
"112623","2016-12-13 04:02:19","300000529","9873264896","Hat","10.89"
"112622","2016-12-13 03:59:32","100000169","8068199275","Slacks","87.78"
"112621","2016-12-13 03:59:22","200000070","7690258628","Baby Blanket","21.93"
"112620","2016-12-13 03:56:14","200000485","5050067655","Bottoms","66.96"
"112619","2016-12-13 03:52:49","100000010","6719567315","Blouse","47.88"
"112618","2016-12-13 03:50:17","300000440","3405268556","Handbag","114.77"
"112617","2016-12-13 03:49:35","100000655","6648383061","Long Slip","27.86"
"112616","2016-12-13 03:48:49","300000428","8619953091","Pillowcase","18.96"
"112615","2016-12-13 03:47:15","200000266","8694351166","Chair Cover","38.87"
"112614","2016-12-13 03:47:02","100000037","2430071492","Dust Ruffle","41.86"
"112613","2016-12-13 03:45:45","100000290","7841340144","Shirt","29.4"
"112612","2016-12-13 03:43:39","100000446","1336619171","Slacks","63.84"
"112611","2016-12-13 03:42:52","200000503","2588421965","Commode Cover","15.84"
"112610","2016-12-13 03:42:28","200000791","9873264896","Hat","10.89"
"112609","2016-12-13 03:41:44","300000730","6697166886","Coat","159.8"
"112608","2016-12-13 03:41:38","200000810","3795753080","Jeans","38.1"
"112607","2016-12-13 03:41:08","100000162","2355020550","Sweater","67.92"
"112606","2016-12-13 03:39:24","100000862","4327321762","Dress","69.75"
"112605","2016-12-13 03:36:50","400000470","1489444777","Short Gown","131.12"
"112604","2016-12-13 03:36:44","100000176","1160651321","Coat","93.9"
"112603","2016-12-13 03:36:03","100000477","3962085980","Sleeper","61.38"
"112602","2016-12-13 03:32:06","200000371","5857761910","Gowns/Pajamas","28.14"
"112601","2016-12-13 03:31:03","100000342","8619953091","Pillowcase","18.96"
"112600","2016-12-13 03:30:47","200000107","3405268556","Handbag","114.77"
"112599","2016-12-13 03:30:22","200000910","1039854547","Coat","135.83"
"112598","2016-12-13 03:29:20","100000577","3123824581","Sweatpants","43.89"
"112597","2016-12-13 03:28:37","200000406","4619440506","Shorts","69.75"
"112596","2016-12-13 03:27:20","200000536","8262662751","Suit","109.89"
"112595","2016-12-13 03:26:38","200000535","6182400847","Blazer","26.88"
"112594","2016-12-13 03:24:22","100000201","4924918902","T-shirt","62.79"
"112593","2016-12-13 03:22:36","100000502","5050067655","Bottoms","66.96"
"112592","2016-12-13 03:21:43","100000215","4924918902","T-shirt","62.79"
"112591","2016-12-13 03:20:25","100000096","1336619171","Slacks","63.84"
"112590","2016-12-13 03:20:10","100000169","3256419181","Short Slip","102"
"112589","2016-12-13 03:19:56","400000625","2695940506","Sweater","59.4"
"112588","2016-12-13 03:18:31","200000347","4574639519","Jeans","14.5"
"112587","2016-12-13 03:18:12","100000771","3135576553","Underwear","5.88"
"112585","2016-12-13 03:14:59","100000019","3405268556","Handbag","114.77"
"112584","2016-12-13 03:14:02","100000236","2210750188","Blazer","119.76"
"112583","2016-12-13 03:13:54","100000519","9538578209","Dress","87.36"
"112582","2016-12-13 03:11:59","100000234","6988128169","Handbag","25.44"
"112581","2016-12-13 03:11:46","300000667","2491559336","Jeans","104.79"
"112580","2016-12-13 03:11:23","200000701","2782517448","Belt","45.77"
"112579","2016-12-13 03:11:22","300000524","9916068026","Gowns/Pajamas","118.14"
"112578","2016-12-13 03:10:49","300000525","5187883584","Dish Towel","49.5"
"112577","2016-12-13 03:10:21","100000574","8694351166","Chair Cover","38.87"
"112576","2016-12-13 03:10:05","400000755","7425260271","Mattress Cover","35.44"
"112575","2016-12-13 03:08:20","200000067","5127562193","Robe","95.76"
"112574","2016-12-13 03:07:59","100000097","6697166886","Coat","159.8"
"112573","2016-12-13 03:05:40","100000151","8713824671","Infant 2 Piece Set","48.6"
"112572","2016-12-13 03:05:02","200000784","8213207925","Underwear & Boxers","23.76"
"112571","2016-12-13 03:03:04","300000392","4327321762","Dress","69.75"
"112570","2016-12-13 03:02:32","100000130","6648383061","Long Slip","27.86"
"112569","2016-12-13 03:00:41","100000437","4291344502","Long Overalls","55.62"
"112568","2016-12-13 03:00:33","100000120","1039854547","Coat","135.83"
"112567","2016-12-13 02:59:15","200000843","6388591017","Baby Quilt","100.68"
"112566","2016-12-13 02:59:08","300000530","3305177499","Coveralls (long sleeve)","95.88"
"112565","2016-12-13 02:54:37","300000777","9313710898","Dish Towel","32.23"
"112564","2016-12-13 02:53:50","100000211","2695940506","Sweater","59.4"
"112563","2016-12-13 02:53:37","100000344","2588421965","Commode Cover","15.84"
"112562","2016-12-13 02:50:25","300000367","2963300774","Sweatshirt","75.81"
"112561","2016-12-13 02:48:58","300000730","5145202479","Crib Sheet","9.9"
"112560","2016-12-13 02:48:24","100000054","7833392032","Skirt","55.86"
"112559","2016-12-13 02:47:50","200000447","3126356136","Formal Dress","99.9"
"112558","2016-12-13 02:47:00","100000742","7833392032","Skirt","55.86"
"112557","2016-12-13 02:44:36","100000835","1940915493","Long Gown","68.77"
"112556","2016-12-13 02:39:08","200000066","4622769035","Short Gown","78"
"112555","2016-12-13 02:38:47","100000119","1039854547","Coat","135.83"
"112554","2016-12-13 02:36:29","300000553","7645689457","Apron","9.48"
"112553","2016-12-13 02:36:13","100000818","2557931901","Short Gown","47.76"
"112552","2016-12-13 02:32:48","200000463","1160651321","Coat","93.9"
"112551","2016-12-13 02:31:35","100000377","5145202479","Crib Sheet","9.9"
"112550","2016-12-13 02:30:41","100000208","2210750188","Blazer","119.76"
"112549","2016-12-13 02:28:58","300000409","3962085980","Sleeper","61.38"
"112548","2016-12-13 02:28:56","200000940","2588421965","Commode Cover","15.84"
"112547","2016-12-13 02:25:56","200000631","9313710898","Dish Towel","32.23"
"112546","2016-12-13 02:24:53","100000278","8713824671","Infant 2 Piece Set","48.6"
"112545","2016-12-13 02:22:22","100000867","6962492078","Bath Mat","37.31"
"112544","2016-12-13 02:22:12","100000831","1988250904","Coat","74.16"
"112543","2016-12-13 02:20:06","100000281","5050067655","Bottoms","66.96"
"112542","2016-12-13 02:19:58","100000925","7690258628","Baby Blanket","21.93"
"112541","2016-12-13 02:19:30","200000904","1893735141","Socks","115.5"
"112540","2016-12-13 02:18:33","100000198","2782517448","Belt","45.77"
"112539","2016-12-13 02:18:21","300000009","2178891798","Hand Towel","18.17"
"112538","2016-12-13 02:17:18","100000807","2363094138","Short Overalls","71.82"
"112537","2016-12-13 02:15:56","100000288","5127562193","Robe","95.76"
"112536","2016-12-13 02:14:15","300000375","4327321762","Dress","69.75"
"112535","2016-12-13 02:13:01","100000003","1737807900","Tie","68.64"
"112534","2016-12-13 02:12:12","200000426","2963300774","Sweatshirt","75.81"
"112533","2016-12-13 02:10:26","100000641","2113413915","Shorts","59.33"
"112532","2016-12-13 02:05:59","200000646","6388591017","Baby Quilt","100.68"
"112531","2016-12-13 02:04:57","400000449","6511971572","Sleeping Bag","47.88"
"112530","2016-12-13 02:04:52","300000553","6511971572","Sleeping Bag","47.88"
"112529","2016-12-13 02:04:34","100000144","3890778939","Suit & 2 pc Dress","125.16"
"112528","2016-12-13 02:03:05","200000257","2491559336","Jeans","104.79"
"112527","2016-12-13 02:02:07","100000455","8213207925","Underwear & Boxers","23.76"
"112526","2016-12-13 02:01:39","200000046","8694351166","Chair Cover","38.87"
"112525","2016-12-13 02:00:18","100000928","6660530324","Washcloth","35.14"
"112524","2016-12-13 02:00:11","100000246","3305177499","Coveralls (long sleeve)","95.88"
"112523","2016-12-13 01:59:13","100000640","2240469836","Slippers","35.82"
"112522","2016-12-13 01:56:42","100000141","1737807900","Tie","68.64"
"112521","2016-12-13 01:54:59","100000451","2926937052","Washcloth","10.78"
"112520","2016-12-13 01:54:15","200000108","7690258628","Baby Blanket","21.93"
"112519","2016-12-13 01:51:34","400000027","5145202479","Crib Sheet","9.9"
"112518","2016-12-13 01:51:19","100000760","3452086694","Bra","38.87"
"112517","2016-12-13 01:51:15","200000762","8619953091","Pillowcase","18.96"
"112516","2016-12-13 01:47:00","100000421","1336619171","Slacks","63.84"
"112515","2016-12-13 01:43:54","100000520","4391642886","Men's Pajama Set","83.79"
"112514","2016-12-13 01:43:32","100000854","5509524170","Couch Cover","86.68"
"112513","2016-12-13 01:42:21","200000386","2240469836","Slippers","35.82"
"112512","2016-12-13 01:39:46","100000097","1625450539","Dress","54.89"
"112511","2016-12-13 01:39:13","100000883","1893735141","Socks","115.5"
"112510","2016-12-13 01:38:09","400000625","7010679527","Blanket","63.84"
"112509","2016-12-13 01:38:04","100000453","4619440506","Shorts","69.75"
"112508","2016-12-13 01:34:19","100000292","3890778939","Suit & 2 pc Dress","125.16"
"112507","2016-12-13 01:33:07","200000347","6719567315","Blouse","47.88"
"112506","2016-12-13 01:27:19","300000367","2363094138","Short Overalls","71.82"
"112505","2016-12-13 01:26:47","300000913","9916068026","Gowns/Pajamas","118.14"
"112504","2016-12-13 01:26:00","100000119","1893735141","Socks","115.5"
"112503","2016-12-13 01:25:41","200000033","8694351166","Chair Cover","38.87"
"112502","2016-12-13 01:23:12","100000782","6697166886","Coat","159.8"
"112501","2016-12-13 01:23:12","100000280","6182617964","Long Gown","97.11"
"112500","2016-12-13 01:21:59","200000417","1336619171","Slacks","63.84"
"112499","2016-12-13 01:18:40","100000378","6548962456","Dust Ruffle","65.79"
"112498","2016-12-13 01:16:00","100000013","9280265561","Coat/Jacket","59.85"
"112497","2016-12-13 01:15:55","100000135","5480721202","Shirt","67.83"
"112496","2016-12-13 01:13:25","100000086","6182617964","Long Gown","97.11"
"112495","2016-12-13 01:12:24","400000795","7270957383","Scarf","29.85"
"112494","2016-12-13 01:12:19","200000100","5187373849","Short Slip","12.87"
"112493","2016-12-13 01:11:37","100000518","8262662751","Suit","109.89"
"112492","2016-12-13 01:10:35","200000924","5736433915","Mattress Cover","65.78"
"112491","2016-12-13 01:10:24","200000864","3390230025","Top","33.48"
"112490","2016-12-13 01:07:41","100000252","3382973348","Top","81.76"
"112489","2016-12-13 01:07:33","400000554","5480721202","Shirt","67.83"
"112488","2016-12-13 01:05:35","300000687","1988250904","Coat","74.16"
"112487","2016-12-13 01:04:08","200000664","7645888340","Bath Mat","5.6"
"112486","2016-12-13 01:02:53","100000906","7010679527","Blanket","63.84"
"112485","2016-12-13 01:02:46","200000619","8948840620","Gloves","19.8"
"112484","2016-12-13 01:02:16","100000207","8694351166","Chair Cover","38.87"
"112483","2016-12-13 01:01:28","300000468","6917448328","Socks","8.82"
"112482","2016-12-13 01:01:23","200000033","3819369487","Dish Towel","7.84"
"112481","2016-12-13 00:59:55","100000722","5127562193","Robe","95.76"
"112480","2016-12-13 00:58:25","100000707","3132788435","Coat","30.06"
"112479","2016-12-13 00:58:21","100000341","1940915493","Long Gown","68.77"
"112478","2016-12-13 00:58:13","200000820","4327321762","Dress","69.75"
"112477","2016-12-13 00:58:10","100000172","5736433915","Mattress Cover","65.78"
"112476","2016-12-13 00:56:02","200000904","1737807900","Tie","68.64"
"112475","2016-12-13 00:55:15","100000572","9195451761","Hand Towel","51.66"
"112474","2016-12-13 00:53:48","300000702","7425260271","Mattress Cover","35.44"
"112473","2016-12-13 00:53:34","100000229","6991736764","Pillow Sham","19.8"
"112472","2016-12-13 00:52:51","100000280","3126356136","Formal Dress","99.9"
"112471","2016-12-13 00:51:59","300000778","1160651321","Coat","93.9"
"112470","2016-12-13 00:49:52","300000487","7010679527","Blanket","63.84"
"112469","2016-12-13 00:48:36","300000752","6511971572","Sleeping Bag","47.88"
"112468","2016-12-13 00:46:49","300000852","8675740287","Baby Quilt","47.76"
"112467","2016-12-13 00:46:35","400000769","6917448328","Socks","8.82"
"112466","2016-12-13 00:44:34","100000502","4924918902","T-shirt","62.79"
"112465","2016-12-13 00:42:16","300000427","5480721202","Shirt","67.83"
"112464","2016-12-13 00:38:10","200000661","2248992375","Sweater","61.38"
"112463","2016-12-13 00:37:54","100000156","3135576553","Underwear","5.88"
"112462","2016-12-13 00:37:22","200000361","5127562193","Robe","95.76"
"112461","2016-12-13 00:37:09","100000122","1319286996","Gowns/Pajamas","47.43"
"112460","2016-12-13 00:35:37","200000140","8213207925","Underwear & Boxers","23.76"
"112459","2016-12-13 00:34:47","300000006","4584868492","T-shirt","61.38"
"112458","2016-12-13 00:34:36","200000897","8694351166","Chair Cover","38.87"
"112457","2016-12-13 00:33:13","300000888","5509524170","Couch Cover","86.68"
"112456","2016-12-13 00:32:42","100000475","6660530324","Washcloth","35.14"
"112455","2016-12-13 00:32:33","400000514","4622769035","Short Gown","78"
"112454","2016-12-13 00:29:31","300000595","6697166886","Coat","159.8"
"112453","2016-12-13 00:28:21","100000290","7425260271","Mattress Cover","35.44"
"112452","2016-12-13 00:27:57","300000539","8143229140","Shower Shoes","27.86"
"112451","2016-12-13 00:27:40","200000046","6719567315","Blouse","47.88"
"112450","2016-12-13 00:25:36","100000518","2113413915","Shorts","59.33"
"112449","2016-12-13 00:25:05","300000634","6917448328","Socks","8.82"
"112448","2016-12-13 00:21:47","100000745","3305177499","Coveralls (long sleeve)","95.88"
"112447","2016-12-13 00:21:19","200000866","3305177499","Coveralls (long sleeve)","95.88"
"112446","2016-12-13 00:20:04","100000850","5736433915","Mattress Cover","65.78"
"112445","2016-12-13 00:15:23","100000059","9313710898","Dish Towel","32.23"
"112444","2016-12-13 00:14:04","100000709","5310615417","Tie","41.79"
"112443","2016-12-13 00:12:36","200000811","3135576553","Underwear","5.88"
"112442","2016-12-13 00:12:04","100000031","6511971572","Sleeping Bag","47.88"
"112441","2016-12-13 00:11:19","200000046","6917448328","Socks","8.82"
"112440","2016-12-13 00:10:29","200000465","3132788435","Coat","30.06"
"112439","2016-12-13 00:10:22","200000647","8068199275","Slacks","87.78"
"112438","2016-12-13 00:09:31","100000001","6511971572","Sleeping Bag","47.88"
"112437","2016-12-13 00:09:25","300000852","4584868492","T-shirt","61.38"
"112436","2016-12-13 00:08:09","100000185","6697166886","Coat","159.8"
"112435","2016-12-13 00:07:43","100000086","8269421724","Long Overalls","124.75"
"112434","2016-12-13 00:07:36","100000247","2876522496","Jacket","99.8"
"112433","2016-12-13 00:07:12","100000885","5509524170","Couch Cover","86.68"
"112432","2016-12-13 00:05:18","300000393","7463357829","Infant 2 Piece Set","49.8"
"112431","2016-12-13 00:04:19","100000311","1303837083","Suit","19.4"
"112430","2016-12-13 00:03:57","100000547","1336619171","Slacks","63.84"
"112429","2016-12-13 00:02:50","100000559","9166887914","Sweater","95.76"
"112428","2016-12-13 00:01:22","100000710","1082405301","Blazer","119.76"
"112427","2016-12-13 00:01:11","200000774","9916068026","Gowns/Pajamas","118.14"
"112426","2016-12-12 23:58:15","300000688","6719567315","Blouse","47.88"
"112425","2016-12-12 23:56:04","100000919","5127562193","Robe","95.76"
"112424","2016-12-12 23:56:02","200000903","9862518267","Socks","10.84"
"112423","2016-12-12 23:54:39","200000481","5480721202","Shirt","67.83"
"112422","2016-12-12 23:52:47","100000898","5480721202","Shirt","67.83"
"112421","2016-12-12 23:52:35","200000863","8713824671","Infant 2 Piece Set","48.6"
"112420","2016-12-12 23:51:10","200000775","8619953091","Pillowcase","18.96"
"112419","2016-12-12 23:50:46","200000164","4291344502","Long Overalls","55.62"
"112418","2016-12-12 23:50:42","100000899","4924918902","T-shirt","62.79"
"112417","2016-12-12 23:50:32","100000202","6511971572","Sleeping Bag","47.88"
"112416","2016-12-12 23:50:17","300000687","5997626126","Coat/Jacket","39.55"
"112415","2016-12-12 23:49:38","100000084","9730446421","Blazer","103.3"
"112414","2016-12-12 23:49:07","200000387","6660530324","Washcloth","35.14"
"112413","2016-12-12 23:46:53","100000005","2178891798","Hand Towel","18.17"
"112412","2016-12-12 23:46:25","100000285","5145202479","Crib Sheet","9.9"
"112411","2016-12-12 23:44:51","200000800","9195451761","Hand Towel","51.66"
"112410","2016-12-12 23:44:06","200000350","8713824671","Infant 2 Piece Set","48.6"
"112409","2016-12-12 23:44:00","400000113","2153011099","Gown & Robe Set","99.8"
"112408","2016-12-12 23:43:47","100000314","6697166886","Coat","159.8"
"112407","2016-12-12 23:43:22","100000214","4291344502","Long Overalls","55.62"
"112406","2016-12-12 23:37:12","100000061","8213207925","Underwear & Boxers","23.76"
"112405","2016-12-12 23:30:54","400000914","8058527540","Jeans","35.91"
"112404","2016-12-12 23:30:47","200000865","5050067655","Bottoms","66.96"
"112403","2016-12-12 23:30:12","200000775","9862518267","Socks","10.84"
"112402","2016-12-12 23:29:21","100000603","3495221948","Suit & 2 pc Dress","38.12"
"112401","2016-12-12 23:28:57","100000188","2430071492","Dust Ruffle","41.86"
"112400","2016-12-12 23:28:33","200000644","5857761910","Gowns/Pajamas","28.14"
"112399","2016-12-12 23:23:30","100000436","8864799421","Valance","31.8"
"112398","2016-12-12 23:23:29","200000102","9862518267","Socks","10.84"
"112397","2016-12-12 23:23:00","400000396","3126356136","Formal Dress","99.9"
"112396","2016-12-12 23:22:16","200000683","4391642886","Men's Pajama Set","83.79"
"112395","2016-12-12 23:19:53","100000839","8694351166","Chair Cover","38.87"
"112394","2016-12-12 23:19:19","100000155","2363094138","Short Overalls","71.82"
"112393","2016-12-12 23:18:19","100000883","2248992375","Sweater","61.38"
"112392","2016-12-12 23:18:16","300000719","2153011099","Gown & Robe Set","99.8"
"112391","2016-12-12 23:17:58","300000530","8619953091","Pillowcase","18.96"
"112390","2016-12-12 23:17:22","100000193","5187373849","Short Slip","12.87"
"112389","2016-12-12 23:13:31","100000217","2240469836","Slippers","35.82"
"112388","2016-12-12 23:13:24","100000617","4538875409","Couch Cover","79.8"
"112387","2016-12-12 23:12:22","300000767","8619953091","Pillowcase","18.96"
"112386","2016-12-12 23:12:20","100000215","8068199275","Slacks","87.78"
"112385","2016-12-12 23:08:29","100000314","2210750188","Blazer","119.76"
"112384","2016-12-12 23:00:48","100000199","7502168586","Baby Quilt","38.06"
"112383","2016-12-12 22:59:32","100000083","4391642886","Men's Pajama Set","83.79"
"112382","2016-12-12 22:58:26","100000219","4622769035","Short Gown","78"
"112381","2016-12-12 22:58:07","300000269","1940915493","Long Gown","68.77"
"112380","2016-12-12 22:57:36","100000299","8058527540","Jeans","35.91"
"112379","2016-12-12 22:55:40","300000686","6548962456","Dust Ruffle","65.79"
"112378","2016-12-12 22:55:22","100000895","7690258628","Baby Blanket","21.93"
"112377","2016-12-12 22:55:02","300000364","3126356136","Formal Dress","99.9"
"112376","2016-12-12 22:53:59","200000865","8948840620","Gloves","19.8"
"112375","2016-12-12 22:53:58","200000855","2178891798","Hand Towel","18.17"
"112374","2016-12-12 22:52:56","100000126","3305177499","Coveralls (long sleeve)","95.88"
"112373","2016-12-12 22:52:55","100000475","7502168586","Baby Quilt","38.06"
"112372","2016-12-12 22:50:37","300000395","1940915493","Long Gown","68.77"
"112371","2016-12-12 22:49:39","100000034","3132788435","Coat","30.06"
"112370","2016-12-12 22:49:16","200000265","5997626126","Coat/Jacket","39.55"
"112369","2016-12-12 22:47:38","200000406","8619953091","Pillowcase","18.96"
"112368","2016-12-12 22:45:57","100000246","8624682735","Coat","77.77"
"112367","2016-12-12 22:44:00","100000195","5187883584","Dish Towel","49.5"
"112366","2016-12-12 22:43:40","100000305","3819369487","Dish Towel","7.84"
"112365","2016-12-12 22:43:33","100000232","4934584980","Nylon Pants","55.86"
"112364","2016-12-12 22:42:32","200000099","3132788435","Coat","30.06"
"112363","2016-12-12 22:41:54","200000462","4538875409","Couch Cover","79.8"
"112362","2016-12-12 22:41:39","100000606","8624682735","Coat","77.77"
"112361","2016-12-12 22:41:20","300000553","5127562193","Robe","95.76"
"112360","2016-12-12 22:40:05","300000468","8675740287","Baby Quilt","47.76"
"112359","2016-12-12 22:40:01","200000067","2020397001","Men's Pajama Set","23.1"
"112358","2016-12-12 22:37:22","100000330","3382973348","Top","81.76"
"112357","2016-12-12 22:32:38","100000772","5480721202","Shirt","67.83"
"112356","2016-12-12 22:32:14","200000363","9166887914","Sweater","95.76"
"112355","2016-12-12 22:31:57","100000563","6991736764","Pillow Sham","19.8"
"112354","2016-12-12 22:31:44","200000018","3135576553","Underwear","5.88"
"112353","2016-12-12 22:31:38","100000443","2524845521","Gown & Robe Set","105.6"
"112352","2016-12-12 22:31:14","200000029","4538875409","Couch Cover","79.8"
"112351","2016-12-12 22:30:28","100000278","2926937052","Washcloth","10.78"
"112350","2016-12-12 22:30:16","200000909","6182400847","Blazer","26.88"
"112349","2016-12-12 22:29:57","100000571","8269421724","Long Overalls","124.75"
"112348","2016-12-12 22:29:46","100000546","3256419181","Short Slip","102"
"112347","2016-12-12 22:27:48","100000280","8241463559","Wallet","49.75"
"112346","2016-12-12 22:27:47","200000349","1284609276","Sweater","95.76"
"112345","2016-12-12 22:27:11","100000232","8864799421","Valance","31.8"
"112344","2016-12-12 22:23:17","100000286","3126356136","Formal Dress","99.9"
"112343","2016-12-12 22:20:33","100000876","3405268556","Handbag","114.77"
"112342","2016-12-12 22:16:51","300000466","4619440506","Shorts","69.75"
"112341","2016-12-12 22:14:45","300000358","7502168586","Baby Quilt","38.06"
"112340","2016-12-12 22:12:45","300000652","3495221948","Suit & 2 pc Dress","38.12"
"112339","2016-12-12 22:12:14","300000168","6265788387","Commode Cover","58.1"
"112338","2016-12-12 22:11:56","200000819","2926937052","Washcloth","10.78"
"112337","2016-12-12 22:11:40","400000272","9313710898","Dish Towel","32.23"
"112336","2016-12-12 22:10:36","100000860","8619953091","Pillowcase","18.96"
"112335","2016-12-12 22:09:51","100000162","6228611532","Valance","47.76"
"112334","2016-12-12 22:09:15","100000616","9873264896","Hat","10.89"
"112333","2016-12-12 22:09:01","200000165","8143229140","Shower Shoes","27.86"
"112332","2016-12-12 22:08:26","100000190","6697166886","Coat","159.8"
"112331","2016-12-12 22:08:12","100000092","8438262686","Robe","29.88"
"112330","2016-12-12 22:06:24","300000430","7463357829","Infant 2 Piece Set","49.8"
"112329","2016-12-12 22:03:30","100000053","3405268556","Handbag","114.77"
"112328","2016-12-12 22:03:11","100000335","8624682735","Coat","77.77"
"112327","2016-12-12 22:02:48","100000862","4584868492","T-shirt","61.38"
"112326","2016-12-12 22:01:50","300000530","4934584980","Nylon Pants","55.86"
"112325","2016-12-12 22:00:07","200000458","5480721202","Shirt","67.83"
"112324","2016-12-12 21:58:36","100000679","8675740287","Baby Quilt","47.76"
"112323","2016-12-12 21:58:16","100000278","5857761910","Gowns/Pajamas","28.14"
"112322","2016-12-12 21:58:14","100000724","1284609276","Sweater","95.76"
"112321","2016-12-12 21:58:04","100000677","2430071492","Dust Ruffle","41.86"
"112320","2016-12-12 21:57:17","100000222","1988250904","Coat","74.16"
"112319","2016-12-12 21:56:13","100000618","9873264896","Hat","10.89"
"112318","2016-12-12 21:53:21","300000524","7425260271","Mattress Cover","35.44"
"112317","2016-12-12 21:50:17","100000218","1737807900","Tie","68.64"
"112316","2016-12-12 21:48:01","100000235","5187373849","Short Slip","12.87"
"112315","2016-12-12 21:47:52","100000253","8438262686","Robe","29.88"
"112314","2016-12-12 21:47:40","100000379","4327321762","Dress","69.75"
"112313","2016-12-12 21:45:23","100000838","9313710898","Dish Towel","32.23"
"112312","2016-12-12 21:44:27","100000835","2491559336","Jeans","104.79"
"112311","2016-12-12 21:43:58","100000282","9873264896","Hat","10.89"
"112310","2016-12-12 21:42:55","300000009","7463357829","Infant 2 Piece Set","49.8"
"112309","2016-12-12 21:40:35","200000579","4391642886","Men's Pajama Set","83.79"
"112308","2016-12-12 21:40:21","200000662","2113413915","Shorts","59.33"
"112307","2016-12-12 21:39:57","100000926","5187883584","Dish Towel","49.5"
"112306","2016-12-12 21:35:56","100000423","1988250904","Coat","74.16"
"112305","2016-12-12 21:35:48","200000608","8624682735","Coat","77.77"
"112304","2016-12-12 21:34:35","200000265","7463357829","Infant 2 Piece Set","49.8"
"112303","2016-12-12 21:32:02","100000335","4584868492","T-shirt","61.38"
"112302","2016-12-12 21:30:46","400000434","3795753080","Jeans","38.1"
"112301","2016-12-12 21:29:51","100000042","2020397001","Men's Pajama Set","23.1"
"112300","2016-12-12 21:29:36","100000232","3890778939","Suit & 2 pc Dress","125.16"
"112299","2016-12-12 21:27:11","100000573","3382973348","Top","81.76"
"112298","2016-12-12 21:27:04","100000893","1737807900","Tie","68.64"
"112297","2016-12-12 21:25:40","200000008","8213207925","Underwear & Boxers","23.76"
"112296","2016-12-12 21:22:55","100000436","4622769035","Short Gown","78"
"112295","2016-12-12 21:21:57","300000732","1319286996","Gowns/Pajamas","47.43"
"112294","2016-12-12 21:20:56","200000110","7502168586","Baby Quilt","38.06"
"112293","2016-12-12 21:20:32","300000767","6697166886","Coat","159.8"
"112292","2016-12-12 21:20:08","400000600","3405268556","Handbag","114.77"
"112291","2016-12-12 21:19:59","100000249","2557931901","Short Gown","47.76"
"112290","2016-12-12 21:19:07","100000881","5857761910","Gowns/Pajamas","28.14"
"112289","2016-12-12 21:18:38","200000118","6182400847","Blazer","26.88"
"112288","2016-12-12 21:16:48","100000121","9870137717","Crib Sheet","53.9"
"112287","2016-12-12 21:12:23","100000136","6697166886","Coat","159.8"
"112286","2016-12-12 21:11:02","100000781","5050067655","Bottoms","66.96"
"112285","2016-12-12 21:07:48","300000510","7833392032","Skirt","55.86"
"112284","2016-12-12 21:04:57","300000510","8262662751","Suit","109.89"
"112283","2016-12-12 21:03:56","300000729","8713824671","Infant 2 Piece Set","48.6"
"112282","2016-12-12 21:01:25","100000086","8713824671","Infant 2 Piece Set","48.6"
"112281","2016-12-12 20:58:59","200000844","1336619171","Slacks","63.84"
"112280","2016-12-12 20:57:46","200000671","4584868492","T-shirt","61.38"
"112279","2016-12-12 20:56:44","300000735","2782517448","Belt","45.77"
"112278","2016-12-12 20:56:37","100000228","3405268556","Handbag","114.77"
"112277","2016-12-12 20:56:28","100000205","9916068026","Gowns/Pajamas","118.14"
"112276","2016-12-12 20:55:35","100000218","2926937052","Washcloth","10.78"
"112275","2016-12-12 20:54:42","200000683","3819369487","Dish Towel","7.84"
"112274","2016-12-12 20:54:14","200000414","2782517448","Belt","45.77"
"112273","2016-12-12 20:54:05","100000012","5997626126","Coat/Jacket","39.55"
"112272","2016-12-12 20:54:05","200000459","8586814459","Gown & Robe Set","65.64"
"112271","2016-12-12 20:50:28","100000174","1336619171","Slacks","63.84"
"112270","2016-12-12 20:49:30","100000314","5127562193","Robe","95.76"
"112269","2016-12-12 20:48:59","100000826","8713824671","Infant 2 Piece Set","48.6"
"112268","2016-12-12 20:48:14","100000543","8864799421","Valance","31.8"
"112267","2016-12-12 20:47:45","200000264","9166887914","Sweater","95.76"
"112266","2016-12-12 20:42:30","300000634","1284609276","Sweater","95.76"
"112265","2016-12-12 20:41:41","200000483","2113413915","Shorts","59.33"
"112264","2016-12-12 20:40:23","100000312","1303837083","Suit","19.4"
"112263","2016-12-12 20:39:34","200000026","9870137717","Crib Sheet","53.9"
"112262","2016-12-12 20:37:48","200000582","8438262686","Robe","29.88"
"112261","2016-12-12 20:37:05","300000815","6182400847","Blazer","26.88"
"112260","2016-12-12 20:34:06","200000047","8241463559","Wallet","49.75"
"112259","2016-12-12 20:33:16","200000301","1336619171","Slacks","63.84"
"112258","2016-12-12 20:32:16","100000798","4291344502","Long Overalls","55.62"
"112257","2016-12-12 20:32:14","100000090","7463357829","Infant 2 Piece Set","49.8"
"112256","2016-12-12 20:32:00","200000728","6182400847","Blazer","26.88"
"112255","2016-12-12 20:30:58","400000396","3495221948","Suit & 2 pc Dress","38.12"
"112254","2016-12-12 20:30:51","200000661","4538875409","Couch Cover","79.8"
"112253","2016-12-12 20:28:05","200000681","2113413915","Shorts","59.33"
"112252","2016-12-12 20:24:26","300000703","6548962456","Dust Ruffle","65.79"
"112251","2016-12-12 20:21:04","300000374","4291344502","Long Overalls","55.62"
